IMWStratum,Site,Site Type 1,Site Type 2,year,month,Date,Time,Time Fished (minutes),Equipment,Set Number,Habitat Type,Tide Stage,STURGEON,SPEARNOSE POACHER,STUR POACHER,O/U POACHER,TUBENOSE,LANCE a,LANCE pl,LANCE u,TUBESNT,MIDSHIPMAN,PACIFIC DAB,SPECKLED DAB,SUCKER,PUMPKN,BLUEGILL,BASS,O/U SUNFISH,CRAPPIE,SHAD,HERR a,HERR pl,HERR u,NANCHOV a,NANCHOV pl,SARDINE,CORALLINE SCULP,PADD SCULP,ROSYLIP SCULP,SILVERSPOTTED SC,ROUGHBACK SCULP,SHARPNOSE,CALICO SCULP,COAST SCULP,PRICKLY SCULP,SLIMY SCULP,BUFF,FW SCULP,SOFT SCULP,RED IRISH LORD,BROWN IR LORD,NORTH SCULP,STAG,GRT SCULP,SAILFIN,TIDEPOOL SCULP,O/U SCULP,TADPOLE SCULP,GRUNT SCULP,CABEZON,MANACLED SCULP,LUMP,SNAILFISH,LK CHUB,PEAMTH,O/U CHUB,LONGNOSE DACE,DACE,REDSIDE SHINER,KELP PERCH,SHINER,STRIPED,O/U PERCH,WHITE SEAPERCH,PILE PERCH,PACIFIC COD,gadid unk,TOMCOD,O/U COD,POLLOCK,STICKL,ARROW GOBY,BAY GOBY,KELP GRNLNG,ROCK GREENLING,MASK GRNLNG,O/U GREENLING,WHITESPOT GR,LINGCOD,PAINTED GRNLING,BRN BULLHEAD,DUNGI u size,DUNGI small,DUNGI legal,RED ROCK CRAB,GREEN CRAB,O/U CRAB,SHRIMP,FW MUSSEL,SHORE CRAB,DECORATOR CRAB,HERMIT CRAB,KELP CRAB,LANTERNFSH,BROTULA,SMELT j,SMELT a,SMELT pl,SMELT u,LONGFIN SMELT,EULACHON,Y PERCH,LAMP,PENPT GUNL,LONGFIN GUN,CRES GUNL,SADLBCK GUNL,RED GUNNEL,GUNNEL,ROCKWEED GUN,GUNNL/PRICK,HYBRID SOLE,BUTTER SOLE,ROCK SOLE,DOVER SOLE,ENG SOLE,STARRY,CO SOLE,SAND SOLE,O/U FLAT,O/U FLAT pl,O/U SKATE,CT adult,CT 0+,CT 1+>,PK ADULT,PK 0+,CH 0+ em,CH ADULT,CH 0+,CO ADULT ucwt,CO ADULT em,CO ADULT nem,CO 0+,CO 1+ ucwt,CO 1+ em,CO 1+ nem,RB 0+,STHD em,STHD nem,RB 1+> em,RB 1+> nem,TROUT 0+,SOCK ADULT,SOCK 0+,SOCK 1+> em,SOCK 1+> nem,CK ADULT ucwt,CK ADULT em,CK ADULT nem,NOR CK 0+ density,HOR CK 0+ density,NOR CK 0+ catch,HOR CK 0+ catch,CK 0+ ucwt,CK 0+ em,CK 0+ nem,CK 1+ ucwt,CK 1+ em,CK 1+ nem,WF,ATLANTIC ADULT,ATLANTIC 0+,ATLANTIC 1+>,DV/BT,O/U ROCKFISH,ROCKFISH,COPPER ROCKFSH,SPLITNOSE ROCKFSH,QUILLBACK ROCKFISH,DOGFISH,HIGH COCKSCOMB,SNAKE,BLK PRICKLE,POMPANO,PIPEFISH,SANDFISH,O/U FISH,O/U LARVAL FISH,O/U fish pl,Avg Surface Salinity Start (ppt),Avg Bottom Salinity Start (ppt),Avg Surface DO Start (mg/l),Avg Bottom DO Start (mg/l),Avg Surface Temp Start (C),Avg Bottom Temp Start (C),Max Water Depth (m),SetArea(ha)
nearshore index,Mariners Bluff,Whidbey Basin,Skagit Bay,2017,2,2/22/17,11:03,4,beach seine large net method,6,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.07,19.1,10.17,10.1,7.4,7.4,2.2,0.0486
nearshore index,Mariners Bluff,Whidbey Basin,Skagit Bay,2017,2,2/22/17,11:13,4,beach seine large net method,7,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.07,19.1,10.17,10.1,7.4,7.4,2.2,0.0486
nearshore index,Mariners Bluff,Whidbey Basin,Skagit Bay,2017,3,3/20/17,12:47,4,beach seine large net method,9,Intertidal/subtidal fringe,Ebb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,5.85,13.17,12.76,6.3,6.2,2.3,0.0486
nearshore index,Mariners Bluff,Whidbey Basin,Skagit Bay,2017,3,3/20/17,12:59,6,beach seine large net method,10,Intertidal/subtidal fringe,Ebb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.7,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,5.85,13.17,12.76,6.3,6.2,2.2,0.0486
nearshore index,Mariners Bluff,Whidbey Basin,Skagit Bay,2017,5,5/16/17,10:27,4,beach seine large net method,5,Intertidal/subtidal fringe,Ebb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,19.78,10.72,10.72,11.8,11.7,2.2,0.0486
nearshore index,Mariners Bluff,Whidbey Basin,Skagit Bay,2017,5,5/16/17,10:38,4,beach seine large net method,6,Intertidal/subtidal fringe,Ebb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,19.78,10.72,10.72,11.8,11.7,2.2,0.0486
nearshore index,Mariners Bluff,Whidbey Basin,Skagit Bay,2017,6,6/19/17,14:13,4,beach seine large net method,6,Intertidal/subtidal fringe,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.69,17.71,10.58,10.43,13.5,13.5,2.4,0.0486
nearshore index,Mariners Bluff,Whidbey Basin,Skagit Bay,2017,6,6/19/17,14:25,4,beach seine large net method,7,Intertidal/subtidal fringe,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.9,123.5,19,6,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.69,17.71,10.58,10.43,13.5,13.5,2.4,0.0486
nearshore random,Random Middle 364,Whidbey Basin,Skagit Bay,2017,2,2/22/17,9:47,4,beach seine large net method,3,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.12,19.97,9.21,9.05,7.2,7.3,1,0.0486
nearshore random,Random Middle 432,Whidbey Basin,Skagit Bay,2017,4,4/18/17,10:14,4,beach seine large net method,1,Intertidal/subtidal fringe,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.06,12.56,10.58,10.47,10.1,10.1,3.1,0.0486
nearshore random,Random North 1041,Whidbey Basin,Skagit Bay,2017,2,2/21/17,10:53,4,beach seine large net method,5,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.55,19.15,10.44,10.12,7.5,7.5,2.3,0.0486
nearshore index,Strawberry Pt N,Whidbey Basin,Skagit Bay,2017,2,2/22/17,10:23,4,beach seine large net method,4,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,1.18,10.38,10.84,6.1,6.1,1.8,0.0486
nearshore index,Strawberry Pt N,Whidbey Basin,Skagit Bay,2017,2,2/22/17,10:36,4,beach seine large net method,5,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,1.18,10.38,10.84,6.1,6.1,1.8,0.0486
nearshore index,Strawberry Pt N,Whidbey Basin,Skagit Bay,2017,3,3/20/17,8:57,4,beach seine large net method,1,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,0,33,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,3.08,13.56,13.33,4.9,4.9,2.1,0.0486
nearshore index,Strawberry Pt N,Whidbey Basin,Skagit Bay,2017,3,3/20/17,9:08,4,beach seine large net method,2,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.8,0,24,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,3.08,13.56,13.33,4.9,4.9,2.4,0.0486
nearshore index,Strawberry Pt N,Whidbey Basin,Skagit Bay,2017,4,4/18/17,10:47,4,beach seine large net method,2,Intertidal/subtidal fringe,Ebb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.5,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.43,19.77,10.49,10.31,10.5,10.4,2.3,0.0486
nearshore index,Strawberry Pt N,Whidbey Basin,Skagit Bay,2017,4,4/18/17,10:56,4,beach seine large net method,3,Intertidal/subtidal fringe,Ebb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.43,19.77,10.49,10.31,10.5,10.4,2.3,0.0486
nearshore index,Strawberry Pt N,Whidbey Basin,Skagit Bay,2017,5,5/17/17,10:56,4,beach seine large net method,3,Intertidal/subtidal fringe,Ebb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.23,17.43,11.44,11.51,11.5,11.4,2.5,0.0486
nearshore index,Strawberry Pt N,Whidbey Basin,Skagit Bay,2017,5,5/17/17,11:07,4,beach seine large net method,4,Intertidal/subtidal fringe,Ebb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.23,17.43,11.44,11.51,11.5,11.4,1.9,0.0486
nearshore index,Strawberry Pt N,Whidbey Basin,Skagit Bay,2017,6,6/19/17,9:14,4,beach seine large net method,1,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,12.03,12.46,9.99,9.86,11.7,11.4,1.6,0.0486
nearshore index,Strawberry Pt N,Whidbey Basin,Skagit Bay,2017,6,6/19/17,9:27,4,beach seine large net method,2,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2,20.6,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,12.03,12.46,9.99,9.86,11.7,11.4,1.6,0.0486
nearshore index,Turners Spit N,Whidbey Basin,Skagit Bay,2017,2,2/21/17,11:14,4,beach seine large net method,6,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.26,21.09,10.79,9.88,7.7,7.7,2.5,0.0486
nearshore index,Turners Spit N,Whidbey Basin,Skagit Bay,2017,2,2/21/17,11:25,4,beach seine large net method,7,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.7,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21.26,21.09,10.78,9.88,7.7,7.7,2.5,0.0486
nearshore index,Turners Spit N,Whidbey Basin,Skagit Bay,2017,3,3/21/17,11:05,4,beach seine large net method,7,Intertidal/subtidal fringe,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.7,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.31,19.88,10.96,10.11,8.3,8.1,2.5,0.0486
nearshore index,Turners Spit N,Whidbey Basin,Skagit Bay,2017,3,3/21/17,11:14,4,beach seine large net method,8,Intertidal/subtidal fringe,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19.31,19.88,10.96,10.11,8.3,8.1,2.5,0.0486
nearshore index,Turners Spit N,Whidbey Basin,Skagit Bay,2017,4,4/17/17,9:33,4,beach seine large net method,1,Intertidal/subtidal fringe,Ebb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,24.21,24.4,10.28,9.95,10.1,10,2.3,0.0486
